"","id","loc","start","dura","provider","dname","type","pktsize","numreq","countDummy"
"91",11000752,"媒体与设计实验室B楼",1413958593768,1081958,"百度1","baidu.com","搜索导航",19878168,191,1
"92",11000752,"媒体与设计实验室B楼",1413958593768,1081958,"腾讯微信","qq.com","即时通讯",2285,2,1
"93",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"百度1","baidu.com","搜索导航",11700363,579,1
"94",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"百度图片服务器","bdimg.com","图片服务",301977,48,1
"95",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"魅族","meizu.com","数码科技",38962,7,1
"96",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"微软","microsoft.com","数码科技",16694,1,1
"97",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"腾讯微信","qq.com","即时通讯",10123,6,1
"98",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"谷歌搜索2","google.com.hk","搜索导航",2919,3,1
"99",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"风行网络电影","funshion.com","视频",804,1,1
"100",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"谷歌链接","googlesyndication.com","搜索导航",461,1,1
"101",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌广告1","doubleclick.net","广告",1032657,59,1
"102",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌链接","googlesyndication.com","搜索导航",101898,33,1
"103",11000752,"媒体与设计实验室B楼",1414373071181,621074,"土豆网图片服务器","tdimg.com","图片服务",68719,3,1
"104",11000752,"媒体与设计实验室B楼",1414373071181,621074,"个性化谷歌广告","gstatic.com","广告",27288,18,1
"105",11000752,"媒体与设计实验室B楼",1414373071181,621074,"土豆网视频服务器","tudouui.com","视频",26201,3,1
"106",11000752,"媒体与设计实验室B楼",1414373071181,621074,"未知图片服务器8","ykimg.com","图片服务",16982,1,1
"107",11000752,"媒体与设计实验室B楼",1414373071181,621074,"优酷网","youku.com","视频",9385,4,1
"108",11000752,"媒体与设计实验室B楼",1414373071181,621074,"百度1","baidu.com","搜索导航",2032,1,1
"109",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌搜索2","google.com.hk","搜索导航",1852,2,1
"110",11000752,"媒体与设计实验室B楼",1414373071181,621074,"腾讯微信","qq.com","即时通讯",804,1,1
"111",11000752,"东中院二区",1414376920873,0,"百度1","baidu.com","搜索导航",932,1,1
"112",11000752,"东中院二区",1414980998234,388486,"谷歌广告1","doubleclick.net","广告",392050,22,1
"113",11000752,"东中院二区",1414980998234,388486,"谷歌链接","googlesyndication.com","搜索导航",190962,14,1
"114",11000752,"东中院二区",1414980998234,388486,"加网","jiathis.com","移动软件",21317,3,1
"115",11000752,"东中院二区",1414980998234,388486,"谷歌广告2","googleadsserving.cn","广告",17089,4,1
"116",11000752,"东中院二区",1414980998234,388486,"个性化谷歌广告","gstatic.com","广告",11526,8,1
"117",11000752,"东中院二区",1414980998234,388486,"谷歌搜索2","google.com.hk","搜索导航",9020,9,1
"118",11000752,"东中院二区",1414981785533,69229,"谷歌广告1","doubleclick.net","广告",2773,1,1
"119",11000752,"东中院二区",1414981785533,69229,"个性化谷歌广告","gstatic.com","广告",1639,1,1
"120",11000752,"东中院二区",1414982361965,6987,"谷歌分析","google-analytics.com","数码科技",18155,2,1
"121",11000752,"媒体与设计实验室B楼",1415002830478,157193,"腾讯微信","qq.com","即时通讯",1666,2,1
"122",11000752,"媒体与设计实验室B楼",1415003371561,28,"谷歌分析","google-analytics.com","数码科技",11994,1,1
"123",11000752,"媒体与设计实验室B楼",1415004233997,2495,"谷歌搜索2","google.com.hk","搜索导航",1712,1,1
"124",11000752,"学生宿舍W",1415021997328,187473,"谷歌链接","googlesyndication.com","搜索导航",167646,7,1
"125",11000752,"学生宿舍W",1415021997328,187473,"谷歌广告1","doubleclick.net","广告",64055,10,1
"126",11000752,"学生宿舍W",1415021997328,187473,"谷歌分析","google-analytics.com","数码科技",18854,2,1
"127",11000752,"学生宿舍W",1415021997328,187473,"谷歌广告2","googleadsserving.cn","广告",16070,3,1
"128",11000752,"学生宿舍W",1415021997328,187473,"腾讯微信","qq.com","即时通讯",1061,1,1
"129",11000752,"电信群楼1号楼",1415062864491,21095,"腾讯微信","qq.com","即时通讯",12669,8,1
"130",11000752,"电信群楼1号楼",1415062864491,21095,"谷歌搜索2","google.com","搜索导航",1688,2,1
"131",11000752,"电信群楼1号楼",1415062864491,21095,"百度1","baidu.com","搜索导航",1459,1,1
"132",11000752,"棒球场",1415062947367,25340,"百度1","baidu.com","搜索导航",15640,2,1
"133",11000752,"棒球场",1415062947367,25340,"腾讯微信","qq.com","即时通讯",609,1,1
"134",11000752,"电信群楼1号楼",1415063072848,134449,"百度1","baidu.com","搜索导航",31280,4,1
"135",11000752,"电信群楼1号楼",1415063072848,134449,"腾讯微信","qq.com","即时通讯",747,1,1
"136",11000752,"电信群楼1号楼",1415063072848,134449,"三星电子","ospserver.net","数码科技",404,1,1
"137",11000752,"逸夫科技楼",1415063315288,8113,"百度1","baidu.com","搜索导航",15679,2,1
"138",11000752,"第一食堂",1415063686313,6223,"百度1","baidu.com","搜索导航",15640,2,1
"139",11000752,"第一食堂",1415064372112,1443,"百度1","baidu.com","搜索导航",10018,2,1
"140",11000752,"学生宿舍W",1415103531340,1527,"腾讯微信","qq.com","即时通讯",5515,4,1
"141",11000752,"学生宿舍W",1415103869212,66,"腾讯微信","qq.com","即时通讯",763,1,1
"142",11000752,"学生宿舍W",1415108188915,38,"百度1","baidu.com","搜索导航",2032,1,1
"143",11000752,"东中院三区",1415179933669,115062,"百度1","baidu.com","搜索导航",5919,10,1
"144",11000752,"东上院",1415180195500,29395,"百度1","baidu.com","搜索导航",2716,4,1
"145",11000752,"东中院三区",1415180231318,14887,"百度1","baidu.com","搜索导航",7735,5,1
"146",11000752,"学生宿舍W",1415545496653,218067,"谷歌搜索2","google.com.hk","搜索导航",17223,18,1
"147",11000752,"学生宿舍W",1415546051390,14059,"腾讯微信","qq.com","即时通讯",2710,3,1
"148",11000752,"东中院二区",1415667114446,3070,"网易","163.com","门户",11913,8,1
"149",11000752,"东中院二区",1415667665890,168187,"个性化谷歌广告","gstatic.com","广告",365471,3,1
"150",11000752,"东中院二区",1415671285476,27102,"百度1","baidu.com","搜索导航",35958,5,1
"151",11000752,"东中院二区",1415674813242,274,"腾讯微信","qq.com","即时通讯",58074,2,1
"152",11000752,"东中院二区",1415675661881,0,"网易","163.com","门户",1121,1,1
"153",11000752,"东中院二区",1416794949112,254442,"谷歌广告1","doubleclick.net","广告",87092,13,1
"154",11000752,"东中院二区",1416794949112,254442,"聚胜万合","mediav.com","广告",28397,5,1
"155",11000752,"东中院二区",1416794949112,254442,"谷歌分析","google-analytics.com","数码科技",16913,1,1
"156",11000752,"东中院二区",1416794949112,254442,"谷歌链接","googlesyndication.com","搜索导航",15999,4,1
"157",11000752,"东中院二区",1416794949112,254442,"个性化谷歌广告","gstatic.com","广告",1587,1,1
"158",11000752,"东中院二区",1416795885566,28242,"网易","163.com","门户",13174,3,1
"159",11000752,"东中院二区",1416795885566,28242,"网易2","126.net","门户",3064,4,1
"160",11000752,"东中院二区",1416876590264,328588,"网易2","126.net","门户",927031,7,1
"161",11000752,"东中院二区",1416876590264,328588,"网易","163.com","门户",876802,106,1
"162",11000752,"东中院二区",1416876590264,328588,"网易3","netease.com","门户",32557,3,1
"163",11000752,"东中院二区",1416876590264,328588,"腾讯微信","qq.com","即时通讯",1957,2,1
"164",11000752,"东中院二区",1416877646352,9305,"谷歌广告1","doubleclick.net","广告",181768,11,1
"165",11000752,"东中院二区",1416877646352,9305,"谷歌链接","googlesyndication.com","搜索导航",39717,4,1
"166",11000752,"东中院二区",1416877646352,9305,"个性化谷歌广告","gstatic.com","广告",2847,2,1
"167",11000752,"东中院二区",1416882188159,60129,"个性化谷歌广告","gstatic.com","广告",2524,2,1
"168",11000752,"东中院二区",1416883860253,21358,"百度1","baidu.com","搜索导航",17148,3,1
"169",11000752,"东中院二区",1416884543765,440557,"百度1","baidu.com","搜索导航",519844,94,1
"170",11000752,"东中院二区",1416884543765,440557,"百度无线图片服务器3","baidu-img.cn","图片服务",217381,37,1
"171",11000752,"东中院二区",1416884543765,440557,"百度图片服务器","bdimg.com","图片服务",18713,4,1
"172",11000752,"东中院二区",1416884543765,440557,"谷歌搜索2","google.com.hk","搜索导航",4618,5,1
"173",11000752,"东中院二区",1416884543765,440557,"百度无线图片服务器4","baidu-3img.cn","图片服务",3076,1,1
"174",11000752,"东中院二区",1416884543765,440557,"腾讯微信","qq.com","即时通讯",1218,2,1
"175",11000752,"东中院二区",1416885878155,275107,"个性化谷歌广告","gstatic.com","广告",72531,4,1
"176",11000752,"东中院二区",1416885878155,275107,"谷歌分析","google-analytics.com","数码科技",69980,11,1
"177",11000752,"东中院二区",1417481627878,151888,"谷歌搜索2","google.com.hk","搜索导航",6727,6,1
"178",11000752,"东中院二区",1417481627878,151888,"腾讯微信","qq.com","即时通讯",5228,7,1
"179",11000752,"东中院二区",1417482136620,1511606,"腾讯网","qq.com","门户",6339885,29,1
"180",11000752,"东中院二区",1417482136620,1511606,"腾讯头像图片服务器","qlogo.cn","即时通讯",195854,49,1
"181",11000752,"东中院二区",1417482136620,1511606,"谷歌分析","google-analytics.com","数码科技",72423,25,1
"182",11000752,"东中院二区",1417482136620,1511606,"腾讯微信","qq.com","即时通讯",63558,23,1
"183",11000752,"东中院二区",1417482136620,1511606,"谷歌搜索2","google.com.hk","搜索导航",40409,25,1
"184",11000752,"东中院二区",1417482136620,1511606,"谷歌搜索2","google.com","搜索导航",33829,2,1
"185",11000752,"东中院二区",1417482136620,1511606,"加网","jiathis.com","移动软件",21315,3,1
"186",11000752,"东中院二区",1417482136620,1511606,"未知下载服务器","llnwd.net","下载更新",19643,1,1
"187",11000752,"东中院二区",1417482136620,1511606,"谷歌广告1","doubleclick.net","广告",3840,3,1
"188",11000752,"东中院三区",1417483656850,10087,"腾讯微信","qq.com","即时通讯",5154,1,1
"189",11000752,"东中院三区",1417483656850,10087,"腾讯网","qq.com","门户",2013,2,1
"190",11000752,"东中院三区",1417483656850,10087,"腾讯头像图片服务器","qlogo.cn","即时通讯",1952,1,1
"191",11000752,"东中院二区",1417483668637,330329,"腾讯微信","qq.com","即时通讯",15033,7,1
"192",11000752,"东中院二区",1417483668637,330329,"谷歌搜索2","google.com.hk","搜索导航",8002,8,1
"193",11000752,"东中院二区",1417483668637,330329,"腾讯头像图片服务器","qlogo.cn","即时通讯",2991,2,1
"194",11000752,"东中院二区",1417483668637,330329,"腾讯网","qq.com","门户",1024,1,1
"195",11000752,"东中院二区",1417486179293,291,"腾讯微信","qq.com","即时通讯",1589,2,1
"196",11000752,"东中院二区",1417486499504,315,"谷歌搜索2","google.com.hk","搜索导航",1100,1,1
"197",11000752,"陈瑞球北楼",1417505963316,0,"百度1","baidu.com","搜索导航",1139,1,1
"198",11000752,"东中院二区",1418612445642,762116,"腾讯头像图片服务器","qlogo.cn","即时通讯",45333,5,1
"199",11000752,"东中院二区",1418612445642,762116,"谷歌广告1","doubleclick.net","广告",14717,10,1
"200",11000752,"东中院二区",1418612445642,762116,"谷歌搜索2","google.com.hk","搜索导航",11854,10,1
"201",11000752,"东中院二区",1418612445642,762116,"腾讯微信","qq.com","即时通讯",8992,7,1
"202",11000752,"东中院二区",1419818456342,627877,"网易","163.com","门户",458130,61,1
"203",11000752,"东中院二区",1419818456342,627877,"百度1","baidu.com","搜索导航",284199,75,1
"204",11000752,"东中院二区",1419818456342,627877,"网易2","126.net","门户",55957,4,1
"205",11000752,"东中院二区",1419818456342,627877,"谷歌广告1","doubleclick.net","广告",40351,7,1
"206",11000752,"东中院二区",1419818456342,627877,"百度无线图片服务器3","baidu-img.cn","图片服务",35302,7,1
"207",11000752,"东中院二区",1419818456342,627877,"网易3","netease.com","门户",16286,1,1
"208",11000752,"东中院二区",1419818456342,627877,"谷歌分析","google-analytics.com","数码科技",9183,6,1
"209",11000752,"东中院二区",1419818456342,627877,"谷歌链接","googlesyndication.com","搜索导航",5938,1,1
"210",11000752,"东中院二区",1419818456342,627877,"腾讯微信","qq.com","即时通讯",605,1,1
"211",11000752,"东中院二区",1419819475659,4757,"谷歌链接","googlesyndication.com","搜索导航",62641,3,1
"212",11000752,"东中院二区",1419819475659,4757,"谷歌广告1","doubleclick.net","广告",34867,6,1
"213",11000752,"东中院二区",1419822009594,46094,"网易","163.com","门户",1378460,39,1
"214",11000752,"东中院二区",1419822387128,275870,"Wikimedia ","wikimedia.org","null",446427,41,1
"215",11000752,"东中院二区",1419822387128,275870,"谷歌分析","google-analytics.com","数码科技",18136,2,1
"216",11000752,"东中院二区",1419822387128,275870,"谷歌搜索2","google.com.hk","搜索导航",15582,15,1
