"","id","loc","start","dura","provider","dname","type","pktsize","numreq","countDummy"
"2453",11003224,"东上院",1420005110810,35496,"百度无线图片服务器3","baidu-img.cn","图片服务",4554,1,1
"2454",11003224,"东上院",1420005110810,35496,"百度图片服务器","bdimg.com","图片服务",3384,1,1
"2455",11003224,"东上院",1420005606549,28318,"百度1","baidu.com","搜索导航",85603,43,1
"2456",11003224,"东上院",1420005606549,28318,"百度无线图片服务器3","baidu-img.cn","图片服务",3578,1,1
"2457",11003224,"东上院",1420005997836,179476,"苹果官网1","apple.com","网上购物",7267,1,1
"2458",11003224,"东上院",1420005997836,179476,"腾讯微信","qq.com","即时通讯",1006,1,1
"2655",11004849,"东上院",1410838448888,492453,"腾讯网","qq.com","门户",13541,9,1
"2656",11004849,"东上院",1410838448888,492453,"腾讯微信","qq.com","即时通讯",1468,2,1
"2657",11004849,"东上院",1410838448888,492453,"苹果官网1","apple.com","网上购物",317,1,1
"2753",11004849,"东上院",1411010335194,8911,"新浪图片服务器1","sinaimg.cn","图片服务",64923,3,1
"2754",11004849,"东上院",1411010335194,8911,"新浪乐库","sina.com.cn","音乐",54347,1,1
"2807",11004849,"东上院",1411516909243,88078,"腾讯网","qq.com","门户",17377,13,1
"2852",11004849,"东上院",1411689626265,49,"腾讯网","qq.com","门户",1513,1,1
"2857",11004849,"东上院",1412049239488,21920,"QQ音乐服务器","qq.com","音乐",207215,2,1
"2858",11004849,"东上院",1412049239488,21920,"腾讯网","qq.com","门户",5387,2,1
"2859",11004849,"东上院",1412049239488,21920,"腾讯微信","qq.com","即时通讯",2063,2,1
"2860",11004849,"东上院",1412049239488,21920,"新浪微博","weibo.cn","微博",1055,1,1
"2861",11004849,"东上院",1412931184491,210431,"QQ音乐服务器","qq.com","音乐",128021,2,1
"2862",11004849,"东上院",1412931184491,210431,"人人网图片服务器1","rrimg.com","图片服务",63865,1,1
"2863",11004849,"东上院",1412931184491,210431,"腾讯网","qq.com","门户",40838,21,1
"2864",11004849,"东上院",1412931184491,210431,"人人网","renren.com","社交网络",39989,19,1
"2865",11004849,"东上院",1412931184491,210431,"腾讯微信","qq.com","即时通讯",11596,5,1
"2866",11004849,"东上院",1412931184491,210431,"苹果官网1","apple.com","网上购物",2535,1,1
"3009",11004849,"东上院",1413439775694,500810,"新浪图片服务器1","sinaimg.cn","图片服务",482468,67,1
"3010",11004849,"东上院",1413439775694,500810,"新浪网2","sina.com.cn","门户",29084,4,1
"3011",11004849,"东上院",1413439775694,500810,"新浪博客2","sina.cn","主页博客",28929,15,1
"3012",11004849,"东上院",1413439775694,500810,"百度1","baidu.com","搜索导航",23432,14,1
"3013",11004849,"东上院",1413439775694,500810,"腾讯微信","qq.com","即时通讯",13162,3,1
"3014",11004849,"东上院",1413439775694,500810,"新浪爱问","iask.com","搜索导航",2793,3,1
"3015",11004849,"东上院",1413441468571,8309,"百度1","baidu.com","搜索导航",917,1,1
"3016",11004849,"东上院",1413441468571,8309,"腾讯微信","qq.com","即时通讯",848,1,1
"3017",11004849,"东上院",1413443200338,315655,"新浪图片服务器1","sinaimg.cn","图片服务",75004,10,1
"3018",11004849,"东上院",1413444624691,37,"腾讯微信","qq.com","即时通讯",1311,1,1
"3065",11004849,"东上院",1414039093439,1189912,"百度1","baidu.com","搜索导航",231823,50,1
"3066",11004849,"东上院",1414039093439,1189912,"QQ音乐服务器","qq.com","音乐",170075,2,1
"3067",11004849,"东上院",1414039093439,1189912,"腾讯网","qq.com","门户",105508,31,1
"3068",11004849,"东上院",1414039093439,1189912,"淘宝图片服务器1","taobaocdn.com","图片服务",102958,4,1
"3069",11004849,"东上院",1414039093439,1189912,"腾讯微信","qq.com","即时通讯",68272,26,1
"3070",11004849,"东上院",1414039093439,1189912,"人人网","renren.com","社交网络",38742,25,1
"3071",11004849,"东上院",1414039093439,1189912,"苹果官网1","apple.com","网上购物",33944,7,1
"3072",11004849,"东上院",1414039093439,1189912,"天猫","tmall.com","网上购物",20819,1,1
"3073",11004849,"东上院",1414039093439,1189912,"高德手机导航","autonavi.com","生活工具",12780,1,1
"3074",11004849,"东上院",1414039093439,1189912,"淘宝网","taobao.com","网上购物",10086,5,1
"3075",11004849,"东上院",1414039093439,1189912,"雅虎APIS","yahooapis.com","生活工具",8517,2,1
"3076",11004849,"东上院",1414039093439,1189912,"安全网站证书","verisign.com","移动软件",2583,1,1
"3077",11004849,"东上院",1414039093439,1189912,"腾讯QQ飞车","qq.com","游戏",1970,2,1
"3078",11004849,"东上院",1414040436984,17851,"苹果官网1","apple.com","网上购物",7269,1,1
"3079",11004849,"东上院",1414040436984,17851,"雅虎APIS","yahooapis.com","生活工具",4259,1,1
"3080",11004849,"东上院",1414040436984,17851,"腾讯微信","qq.com","即时通讯",846,1,1
"3081",11004849,"东上院",1414041044816,894,"雅虎APIS","yahooapis.com","生活工具",4264,1,1
"3082",11004849,"东上院",1414041659842,1055,"雅虎APIS","yahooapis.com","生活工具",4260,1,1
"3083",11004849,"东上院",1414042508373,1274379,"百度1","baidu.com","搜索导航",3756506,137,1
"3084",11004849,"东上院",1414042508373,1274379,"百度图片服务器","bdimg.com","图片服务",82333,12,1
"3085",11004849,"东上院",1414042508373,1274379,"百度无线图片服务器3","baidu-img.cn","图片服务",57616,8,1
"3086",11004849,"东上院",1414042508373,1274379,"苹果官网1","apple.com","网上购物",21274,3,1
"3087",11004849,"东上院",1414042508373,1274379,"腾讯微信","qq.com","即时通讯",20295,7,1
"3088",11004849,"东上院",1414042508373,1274379,"雅虎APIS","yahooapis.com","生活工具",12779,3,1
"3089",11004849,"东上院",1414042508373,1274379,"新浪博客2","sina.cn","主页博客",12098,4,1
"3090",11004849,"东上院",1414042508373,1274379,"百度空间","duapp.com","主页博客",7455,5,1
"3091",11004849,"东上院",1414042508373,1274379,"安全网站证书","verisign.com","移动软件",2945,3,1
"3092",11004849,"东上院",1414042508373,1274379,"新浪微博","weibo.cn","微博",1307,1,1
"3093",11004849,"东上院",1414044155542,36709,"百度1","baidu.com","搜索导航",1469780,20,1
"3094",11004849,"东上院",1414044155542,36709,"雅虎APIS","yahooapis.com","生活工具",4273,1,1
"3095",11004849,"东上院",1414044155542,36709,"百度图片服务器","bdimg.com","图片服务",2261,1,1
"3096",11004849,"东上院",1414044627817,6387,"百度1","baidu.com","搜索导航",1654827,15,1
"3097",11004849,"东上院",1414044627817,6387,"雅虎APIS","yahooapis.com","生活工具",4267,1,1
"3098",11004849,"东上院",1414044627817,6387,"腾讯微信","qq.com","即时通讯",3530,3,1
"3099",11004849,"东上院",1414044627817,6387,"百度图片服务器","bdimg.com","图片服务",2261,1,1
"3100",11004849,"东上院",1414045091911,12045,"百度1","baidu.com","搜索导航",1596250,16,1
"3101",11004849,"东上院",1414045091911,12045,"百度图片服务器","bdimg.com","图片服务",2261,1,1
"3102",11004849,"东上院",1414045718272,33444,"百度1","baidu.com","搜索导航",12416,2,1
"3103",11004849,"东上院",1414047624370,1184003,"百度1","baidu.com","搜索导航",1644049,218,1
"3104",11004849,"东上院",1414047624370,1184003,"未知图片服务器8","ykimg.com","图片服务",1396241,147,1
"3105",11004849,"东上院",1414047624370,1184003,"优酷网","youku.com","视频",608503,103,1
"3106",11004849,"东上院",1414047624370,1184003,"聚胜万合","mediav.com","广告",27210,8,1
"3107",11004849,"东上院",1414047624370,1184003,"苹果官网1","apple.com","网上购物",7266,1,1
"3108",11004849,"东上院",1414047624370,1184003,"雅虎APIS","yahooapis.com","生活工具",4267,1,1
"3109",11004849,"东上院",1414047624370,1184003,"盛大在线","sdo.com","游戏",4163,3,1
"3110",11004849,"东上院",1414047624370,1184003,"腾讯微信","qq.com","即时通讯",4157,3,1
"3111",11004849,"东上院",1414047624370,1184003,"百度图片服务器","bdimg.com","图片服务",3663,2,1
"3112",11004849,"东上院",1414047624370,1184003,"新浪网2","sina.com.cn","门户",3045,1,1
"3113",11004849,"东上院",1414047624370,1184003,"互动通天图","icast.cn","数码科技",874,1,1
"3114",11004849,"东上院",1414047624370,1184003,"360安全卫士1","360.cn","移动软件",661,1,1
"3115",11004849,"东上院",1414049438639,407663,"新浪图片服务器1","sinaimg.cn","图片服务",5507,1,1
"3116",11004849,"东上院",1414049438639,407663,"百度1","baidu.com","搜索导航",1613,1,1
"3117",11004849,"东上院",1414049438639,407663,"淘宝网","taobao.com","网上购物",1443,1,1
"3118",11004849,"东上院",1414049438639,407663,"人人网图片服务器1","rrimg.com","图片服务",608,1,1
"3119",11004849,"东上院",1414051333344,1080273,"腾讯网","qq.com","门户",3750,3,1
"3120",11004849,"东上院",1414051333344,1080273,"腾讯微信","qq.com","即时通讯",846,1,1
"3122",11004849,"东上院",1414051584611,96329,"腾讯微信","qq.com","即时通讯",846,1,1
"3123",11004849,"东上院",1414051584611,96329,"腾讯网","qq.com","门户",572,1,1
"3126",11004849,"东上院",1414052121285,15194,"腾讯网","qq.com","门户",1168,1,1
"3127",11004849,"东上院",1414052121285,15194,"腾讯微信","qq.com","即时通讯",846,1,1
"3135",11004849,"东上院",1414586128249,21297,"QQ音乐服务器","qq.com","音乐",97372,2,1
"3136",11004849,"东上院",1414586128249,21297,"苹果官网1","apple.com","网上购物",7269,1,1
"3137",11004849,"东上院",1414586128249,21297,"腾讯网","qq.com","门户",4430,3,1
"3138",11004849,"东上院",1414586128249,21297,"腾讯微信","qq.com","即时通讯",4314,3,1
"3141",11004849,"东上院",1414586474266,425,"腾讯网","qq.com","门户",9322,6,1
"3220",11004849,"东上院",1415248962215,28131,"QQ音乐服务器","qq.com","音乐",179377,2,1
"3221",11004849,"东上院",1415248962215,28131,"百度1","baidu.com","搜索导航",65660,14,1
"3222",11004849,"东上院",1415248962215,28131,"百度图片服务器","bdimg.com","图片服务",5432,2,1
"3232",11004849,"东上院",1415251559950,7456,"奇艺图片服务器","qiyipic.com","图片服务",625835,58,1
"3233",11004849,"东上院",1415251559950,7456,"爱奇艺","iqiyi.com","视频",54373,7,1
"3234",11004849,"东上院",1415251559950,7456,"爱奇艺2","qiyi.com","视频",15885,9,1
"3235",11004849,"东上院",1415251559950,7456,"百度1","baidu.com","搜索导航",3229,4,1
"3236",11004849,"东上院",1415252529467,74709,"新浪图片服务器1","sinaimg.cn","图片服务",341718,22,1
"3237",11004849,"东上院",1415252529467,74709,"新浪博客2","sina.cn","主页博客",16630,8,1
"3238",11004849,"东上院",1415252529467,74709,"腾讯微信","qq.com","即时通讯",11956,9,1
"3239",11004849,"东上院",1415252529467,74709,"新浪微博","weibo.cn","微博",925,1,1
"3240",11004849,"东上院",1415253885727,244946,"新浪图片服务器1","sinaimg.cn","图片服务",254930,29,1
"3241",11004849,"东上院",1415253885727,244946,"淘宝图片服务器1","taobaocdn.com","图片服务",193138,1,1
"3242",11004849,"东上院",1415253885727,244946,"校内图片网","xnpic.com","图片服务",61236,1,1
"3243",11004849,"东上院",1415253885727,244946,"百度1","baidu.com","搜索导航",39301,15,1
"3244",11004849,"东上院",1415253885727,244946,"百度无线图片服务器3","baidu-img.cn","图片服务",36089,6,1
"3245",11004849,"东上院",1415253885727,244946,"腾讯网","qq.com","门户",25373,4,1
"3246",11004849,"东上院",1415253885727,244946,"人人网","renren.com","社交网络",24233,9,1
"3247",11004849,"东上院",1415253885727,244946,"豆瓣网","douban.com","休闲娱乐",20688,7,1
"3248",11004849,"东上院",1415253885727,244946,"人人网图片服务器1","rrimg.com","图片服务",14344,2,1
"3249",11004849,"东上院",1415253885727,244946,"新浪博客2","sina.cn","主页博客",13478,7,1
"3250",11004849,"东上院",1415253885727,244946,"腾讯微信","qq.com","即时通讯",9818,4,1
"3251",11004849,"东上院",1415253885727,244946,"苹果官网1","apple.com","网上购物",7268,1,1
"3252",11004849,"东上院",1415253885727,244946,"腾讯头像图片服务器","qlogo.cn","即时通讯",3506,1,1
"3253",11004849,"东上院",1415253885727,244946,"新浪微博","weibo.cn","微博",2478,1,1
"3254",11004849,"东上院",1415253885727,244946,"淘宝网","taobao.com","网上购物",2001,1,1
"3255",11004849,"东上院",1415253885727,244946,"百度图片服务器","bdimg.com","图片服务",719,1,1
"3256",11004849,"东上院",1415253885727,244946,"爱奇艺","iqiyi.com","视频",394,1,1
"3257",11004849,"东上院",1415254526213,36903,"腾讯微信","qq.com","即时通讯",8604,5,1
"3258",11004849,"东上院",1415254526213,36903,"苹果官网1","apple.com","网上购物",5682,1,1
"3259",11004849,"东上院",1415255626462,29669,"安全网站证书","verisign.com","移动软件",2728,8,1
"3260",11004849,"东上院",1415255626462,29669,"苹果官网2","mzstatic.com","网上购物",1056,2,1
"3261",11004849,"东上院",1415255626462,29669,"苹果官网1","apple.com","网上购物",649,1,1
"3262",11004849,"东上院",1415257295417,30043,"腾讯网","qq.com","门户",896,2,1
"3263",11004849,"东上院",1415257980794,18997,"百度无线图片服务器3","baidu-img.cn","图片服务",34351,5,1
"3264",11004849,"东上院",1415257980794,18997,"百度1","baidu.com","搜索导航",6443,4,1
"3265",11004849,"东上院",1415257980794,18997,"百度图片服务器","bdimg.com","图片服务",1098,1,1
"3266",11004849,"东上院",1415258521730,352542,"腾讯网","qq.com","门户",69103,10,1
"3267",11004849,"东上院",1415258521730,352542,"腾讯微信","qq.com","即时通讯",5762,2,1
"3298",11004849,"东上院",1415347716877,148718,"QQ音乐服务器","qq.com","音乐",175581,3,1
"3299",11004849,"东上院",1415347716877,148718,"美团网","meituan.com","网上购物",17466,7,1
"3300",11004849,"东上院",1415347716877,148718,"腾讯微信","qq.com","即时通讯",8882,4,1
"3301",11004849,"东上院",1415347716877,148718,"淘宝网","taobao.com","网上购物",1287,1,1
"3302",11004849,"东上院",1415347716877,148718,"腾讯网","qq.com","门户",572,1,1
"3303",11004849,"东上院",1415348213248,3877,"腾讯网","qq.com","门户",1744,3,1
"3314",11004849,"东上院",1415671917895,366336,"百度1","baidu.com","搜索导航",225098,62,1
"3315",11004849,"东上院",1415671917895,366336,"搜狐房产","focus.cn","房产",101947,11,1
"3316",11004849,"东上院",1415671917895,366336,"百度图片服务器","bdimg.com","图片服务",91857,20,1
"3317",11004849,"东上院",1415671917895,366336,"QQ音乐服务器","qq.com","音乐",61810,2,1
"3318",11004849,"东上院",1415671917895,366336,"腾讯微信","qq.com","即时通讯",22492,6,1
"3319",11004849,"东上院",1415671917895,366336,"新浪博客2","sina.cn","主页博客",5177,3,1
"3320",11004849,"东上院",1415671917895,366336,"苹果官网1","apple.com","网上购物",2536,1,1
"3321",11004849,"东上院",1415671917895,366336,"新浪微博","weibo.cn","微博",1070,1,1
"3327",11004849,"东上院",1415686367278,173546,"QQ音乐服务器","qq.com","音乐",51107,1,1
"3328",11004849,"东上院",1415686367278,173546,"腾讯微信","qq.com","即时通讯",5481,7,1
"3329",11004849,"东上院",1415686367278,173546,"腾讯网","qq.com","门户",2821,5,1
"3350",11004849,"东上院",1415934642788,1189021,"腾讯网","qq.com","门户",21392,16,1
"3351",11004849,"东上院",1415934642788,1189021,"苹果官网1","apple.com","网上购物",14007,2,1
"3352",11004849,"东上院",1415934642788,1189021,"腾讯微信","qq.com","即时通讯",8218,4,1
"3353",11004849,"东上院",1415934642788,1189021,"QQ音乐服务器","qq.com","音乐",6477,1,1
"3354",11004849,"东上院",1415934642788,1189021,"淘宝网","taobao.com","网上购物",1526,1,1
"3356",11004849,"东上院",1415935046105,0,"腾讯网","qq.com","门户",357,1,1
"3395",11004849,"东上院",1416047853383,24,"腾讯微信","qq.com","即时通讯",734,1,1
"3416",11004849,"东上院",1416187840877,756761,"QQ音乐服务器","qq.com","音乐",61370,2,1
"3417",11004849,"东上院",1416187840877,756761,"腾讯网","qq.com","门户",23051,13,1
"3418",11004849,"东上院",1416187840877,756761,"百度1","baidu.com","搜索导航",6900,3,1
"3454",11004849,"东上院",1416538881274,304514,"腾讯微信","qq.com","即时通讯",12071,6,1
"3455",11004849,"东上院",1416538881274,304514,"雅虎APIS","yahooapis.com","生活工具",4287,1,1
"3456",11004849,"东上院",1416538881274,304514,"腾讯网","qq.com","门户",4245,3,1
"3458",11004849,"东上院",1416539346808,370174,"腾讯微信","qq.com","即时通讯",8512,4,1
"3459",11004849,"东上院",1416539346808,370174,"雅虎APIS","yahooapis.com","生活工具",4284,1,1
"3460",11004849,"东上院",1416539346808,370174,"腾讯网","qq.com","门户",3984,2,1
"3517",11004849,"东上院",1417051605233,1632108,"QQ音乐服务器","qq.com","音乐",187796,3,1
"3518",11004849,"东上院",1417051605233,1632108,"腾讯网","qq.com","门户",53992,33,1
"3519",11004849,"东上院",1417051605233,1632108,"腾讯微信","qq.com","即时通讯",37882,7,1
"3520",11004849,"东上院",1417051605233,1632108,"苹果官网1","apple.com","网上购物",9805,2,1
"3521",11004849,"东上院",1417051605233,1632108,"腾讯图片服务器1","gtimg.cn","图片服务",765,1,1
"3696",11004849,"东上院",1417588360720,542124,"腾讯微信","qq.com","即时通讯",7378,3,1
"3697",11004849,"东上院",1417588360720,542124,"腾讯网","qq.com","门户",7243,7,1
"3706",11004849,"东上院",1417668090344,380079,"百度1","baidu.com","搜索导航",344494,57,1
"3707",11004849,"东上院",1417668090344,380079,"腾讯网","qq.com","门户",38149,25,1
"3708",11004849,"东上院",1417668090344,380079,"百度图片服务器","bdimg.com","图片服务",26250,11,1
"3709",11004849,"东上院",1417668090344,380079,"苹果官网1","apple.com","网上购物",8393,3,1
"3710",11004849,"东上院",1417668090344,380079,"腾讯微信","qq.com","即时通讯",1897,2,1
"3712",11004849,"东上院",1417668566754,137979,"腾讯网","qq.com","门户",19291,11,1
"3713",11004849,"东上院",1417668566754,137979,"百度1","baidu.com","搜索导航",10712,7,1
"3714",11004849,"东上院",1417668566754,137979,"腾讯微信","qq.com","即时通讯",8613,3,1
"3715",11004849,"东上院",1417668566754,137979,"雅虎APIS","yahooapis.com","生活工具",3931,1,1
"3716",11004849,"东上院",1417669661852,2262719,"未知图片服务器8","ykimg.com","图片服务",1911551,186,1
"3717",11004849,"东上院",1417669661852,2262719,"优酷网","youku.com","视频",1325321,231,1
"3718",11004849,"东上院",1417669661852,2262719,"百度1","baidu.com","搜索导航",1072219,224,1
"3719",11004849,"东上院",1417669661852,2262719,"土豆网图片服务器","tdimg.com","图片服务",75347,8,1
"3720",11004849,"东上院",1417669661852,2262719,"聚胜万合","mediav.com","广告",61640,7,1
"3721",11004849,"东上院",1417669661852,2262719,"百度图片服务器","bdimg.com","图片服务",58582,14,1
"3722",11004849,"东上院",1417669661852,2262719,"Tanx广告管理系统","mmcdn.cn","数码科技",33337,1,1
"3723",11004849,"东上院",1417669661852,2262719,"腾讯网","qq.com","门户",3951,1,1
"3724",11004849,"东上院",1417669661852,2262719,"新浪网2","sina.com.cn","门户",2721,1,1
"3725",11004849,"东上院",1417672811422,852477,"优酷网","youku.com","视频",155276,40,1
"3726",11004849,"东上院",1417672811422,852477,"百度1","baidu.com","搜索导航",78660,20,1
"3727",11004849,"东上院",1417672811422,852477,"淘宝图片服务器1","taobaocdn.com","图片服务",13259,1,1
"3728",11004849,"东上院",1417672811422,852477,"未知图片服务器8","ykimg.com","图片服务",6057,2,1
"3729",11004849,"东上院",1417672811422,852477,"百度图片服务器","bdimg.com","图片服务",1208,1,1
"3730",11004849,"东上院",1417672811422,852477,"淘宝网","taobao.com","网上购物",1187,1,1
"3731",11004849,"东上院",1417674855616,0,"百度1","baidu.com","搜索导航",716,1,1
"3732",11004849,"东上院",1417675910309,40,"百度1","baidu.com","搜索导航",1413,1,1
"3733",11004849,"东上院",1417675910309,40,"优酷网","youku.com","视频",1099,1,1
"3734",11004849,"东上院",1417676405558,1211230,"百度图片服务器","bdimg.com","图片服务",390696,33,1
"3735",11004849,"东上院",1417676405558,1211230,"优酷网","youku.com","视频",84940,46,1
"3736",11004849,"东上院",1417676405558,1211230,"百度1","baidu.com","搜索导航",62220,30,1
"3737",11004849,"东上院",1417676405558,1211230,"未知图片服务器8","ykimg.com","图片服务",21502,6,1
"3738",11004849,"东上院",1417676405558,1211230,"聚胜万合","mediav.com","广告",1152,1,1
"3809",11004849,"东上院",1418272219871,544311,"腾讯网","qq.com","门户",17344,13,1
"3810",11004849,"东上院",1418272219871,544311,"腾讯微信","qq.com","即时通讯",5593,4,1
"3811",11004849,"东上院",1418272219871,544311,"Apple Store","apple.com","网上购物",3461,1,1
"3812",11004849,"东上院",1418272219871,544311,"友盟1","umeng.com","数码科技",1645,2,1
"3821",11004849,"东上院",1418792782140,1621009,"QQ音乐服务器","qq.com","音乐",209300,4,1
"3822",11004849,"东上院",1418792782140,1621009,"新浪图片服务器1","sinaimg.cn","图片服务",174898,16,1
"3823",11004849,"东上院",1418792782140,1621009,"新浪微博","weibo.cn","微博",44550,20,1
"3824",11004849,"东上院",1418792782140,1621009,"腾讯网","qq.com","门户",30224,21,1
"3825",11004849,"东上院",1418792782140,1621009,"新浪博客2","sina.cn","主页博客",26015,12,1
"3826",11004849,"东上院",1418792782140,1621009,"腾讯微信","qq.com","即时通讯",19130,9,1
"3827",11004849,"东上院",1418792782140,1621009,"苹果官网1","apple.com","网上购物",9805,2,1
"3828",11004849,"东上院",1418792782140,1621009,"雅虎APIS","yahooapis.com","生活工具",3947,1,1
"3838",11004849,"东上院",1418879015432,665391,"腾讯网","qq.com","门户",302637,43,1
"3839",11004849,"东上院",1418879015432,665391,"腾讯图片服务器1","gtimg.cn","图片服务",97881,11,1
"3840",11004849,"东上院",1418879015432,665391,"腾讯QQ空间2","qq.com","主页博客",39032,9,1
"3841",11004849,"东上院",1418879015432,665391,"soso","soso.com","搜索导航",30020,1,1
"3842",11004849,"东上院",1418879015432,665391,"腾讯微信","qq.com","即时通讯",10748,6,1
"3843",11004849,"东上院",1418879015432,665391,"苹果官网1","apple.com","网上购物",7266,1,1
"3844",11004849,"东上院",1418879015432,665391,"腾讯头像图片服务器","qlogo.cn","即时通讯",2056,1,1
"3845",11004849,"东上院",1418879015432,665391,"腾讯QQ飞车","qq.com","游戏",969,1,1
"3846",11004849,"东上院",1418880070715,12,"腾讯微信","qq.com","即时通讯",848,1,1
"3847",11004849,"东上院",1418882535880,689041,"百度1","baidu.com","搜索导航",394241,94,1
"3848",11004849,"东上院",1418882535880,689041,"当乐网","cnki.net","游戏",29267,1,1
"3849",11004849,"东上院",1418882535880,689041,"谷歌广告2","googleadsserving.cn","广告",21395,2,1
"3850",11004849,"东上院",1418882535880,689041,"谷歌广告1","doubleclick.net","广告",20463,5,1
"3851",11004849,"东上院",1418882535880,689041,"有道","youdao.com","搜索导航",7409,2,1
"3852",11004849,"东上院",1418882535880,689041,"百度图片服务器","bdimg.com","图片服务",6275,5,1
"3853",11004849,"东上院",1418884823319,195057,"腾讯网","qq.com","门户",907,2,1
"3854",11004849,"东上院",1418886037129,685144,"新浪图片服务器1","sinaimg.cn","图片服务",47831,8,1
"3855",11004849,"东上院",1418886037129,685144,"有道","youdao.com","搜索导航",10828,3,1
"3856",11004849,"东上院",1418886037129,685144,"苹果官网1","apple.com","网上购物",7269,1,1
"3857",11004849,"东上院",1418886037129,685144,"爱奇艺","iqiyi.com","视频",5355,5,1
"3858",11004849,"东上院",1418886037129,685144,"雅虎APIS","yahooapis.com","生活工具",3930,1,1
"3859",11004849,"东上院",1418886037129,685144,"爱奇艺2","qiyi.com","视频",3347,4,1
"3860",11004849,"东上院",1418886037129,685144,"腾讯微信","qq.com","即时通讯",1708,2,1
"3861",11004849,"东上院",1418886037129,685144,"新浪博客2","sina.cn","主页博客",1154,1,1
"3862",11004849,"东上院",1418887038608,19,"奇艺图片服务器","qiyipic.com","图片服务",11707,1,1
