"","id","loc","start","dura","provider","dname","type","pktsize","numreq","NA","countDummy"
"18",11000752,"东中院二区",1411956941699,335969,"谷歌搜索2","google.com.hk","搜索导航",13408,13,"东中院二区",1
"19",11000752,"东中院二区",1411956941699,335969,"谷歌分析","google-analytics.com","数码科技",12705,3,"东中院二区",1
"20",11000752,"东中院二区",1411956941699,335969,"腾讯微信","qq.com","即时通讯",3533,3,"东中院二区",1
"21",11000752,"东中院二区",1411956941699,335969,"谷歌广告1","doubleclick.net","广告",2260,2,"东中院二区",1
"22",11000752,"东中院二区",1411957618285,301945,"谷歌分析","google-analytics.com","数码科技",26382,4,"东中院二区",1
"23",11000752,"东中院二区",1411957618285,301945,"accu天气","accu-weather.com","生活工具",20351,2,"东中院二区",1
"24",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"百度1","baidu.com","搜索导航",2594141,279,"媒体与设计实验室B楼",1
"25",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"百度图片服务器","bdimg.com","图片服务",1069598,75,"媒体与设计实验室B楼",1
"26",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"风行网络电影","funshion.com","视频",201505,48,"媒体与设计实验室B楼",1
"27",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"谷歌链接","googlesyndication.com","搜索导航",201155,6,"媒体与设计实验室B楼",1
"28",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"微软","microsoft.com","数码科技",114082,14,"媒体与设计实验室B楼",1
"29",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"淘宝图片服务器1","taobaocdn.com","图片服务",113645,6,"媒体与设计实验室B楼",1
"30",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"acs86广告","acs86.com","广告",15960,6,"媒体与设计实验室B楼",1
"31",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"谷歌分析","google-analytics.com","数码科技",4383,4,"媒体与设计实验室B楼",1
"32",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"聚胜万合","mediav.com","广告",1824,1,"媒体与设计实验室B楼",1
"33",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"千千音乐在线","qianqian.com","音乐",1744,4,"媒体与设计实验室B楼",1
"34",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"谷歌广告1","doubleclick.net","广告",1391,1,"媒体与设计实验室B楼",1
"35",11000752,"媒体与设计实验室B楼",1413176420667,3230202,"腾讯网","qq.com","门户",1084,1,"媒体与设计实验室B楼",1
"36",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"百度1","baidu.com","搜索导航",68580,22,"媒体与设计实验室B楼",1
"37",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"微软","microsoft.com","数码科技",15576,2,"媒体与设计实验室B楼",1
"38",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"谷歌广告1","doubleclick.net","广告",11197,1,"媒体与设计实验室B楼",1
"39",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"谷歌广告2","googleadsserving.cn","广告",5689,4,"媒体与设计实验室B楼",1
"40",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"谷歌链接","googlesyndication.com","搜索导航",3780,3,"媒体与设计实验室B楼",1
"41",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"个性化谷歌广告","gstatic.com","广告",1679,2,"媒体与设计实验室B楼",1
"42",11000752,"媒体与设计实验室B楼",1413180046636,1296008,"千千音乐在线","qianqian.com","音乐",1308,3,"媒体与设计实验室B楼",1
"43",11000752,"东中院二区",1413249030600,128279,"谷歌广告1","doubleclick.net","广告",402421,22,"东中院二区",1
"44",11000752,"东中院二区",1413249030600,128279,"土豆网视频服务器","tudouui.com","视频",105656,3,"东中院二区",1
"45",11000752,"东中院二区",1413249030600,128279,"谷歌链接","googlesyndication.com","搜索导航",83405,18,"东中院二区",1
"46",11000752,"东中院二区",1413249030600,128279,"土豆网图片服务器","tdimg.com","图片服务",55897,2,"东中院二区",1
"47",11000752,"东中院二区",1413249030600,128279,"谷歌广告2","googleadsserving.cn","广告",15411,3,"东中院二区",1
"48",11000752,"东中院二区",1413249030600,128279,"个性化谷歌广告","gstatic.com","广告",14892,8,"东中院二区",1
"49",11000752,"东中院二区",1413249030600,128279,"三星电子","ospserver.net","数码科技",3281,2,"东中院二区",1
"50",11000752,"东中院二区",1413249824366,938,"淘宝网","taobao.com","网上购物",23654,1,"东中院二区",1
"51",11000752,"东中院二区",1413249824366,938,"谷歌链接","googlesyndication.com","搜索导航",6788,3,"东中院二区",1
"52",11000752,"东中院二区",1413250248673,10441,"谷歌广告1","doubleclick.net","广告",304157,14,"东中院二区",1
"53",11000752,"东中院二区",1413250248673,10441,"谷歌链接","googlesyndication.com","搜索导航",102637,8,"东中院二区",1
"54",11000752,"东中院二区",1413250248673,10441,"个性化谷歌广告","gstatic.com","广告",1500,1,"东中院二区",1
"55",11000752,"东中院二区",1413250718676,216771,"土豆网图片服务器","tdimg.com","图片服务",28168,1,"东中院二区",1
"56",11000752,"东中院二区",1413250718676,216771,"谷歌链接","googlesyndication.com","搜索导航",11411,1,"东中院二区",1
"57",11000752,"东中院二区",1413250718676,216771,"土豆网视频服务器","tudouui.com","视频",6458,1,"东中院二区",1
"58",11000752,"东中院二区",1413250718676,216771,"腾讯微信","qq.com","即时通讯",1096,1,"东中院二区",1
"59",11000752,"媒体与设计实验室B楼",1413783150411,1168162,"百度1","baidu.com","搜索导航",7325405,275,"媒体与设计实验室B楼",1
"60",11000752,"媒体与设计实验室B楼",1413783150411,1168162,"谷歌搜索2","google.com","搜索导航",358174,1,"媒体与设计实验室B楼",1
"61",11000752,"媒体与设计实验室B楼",1413783150411,1168162,"腾讯微信","qq.com","即时通讯",1101,1,"媒体与设计实验室B楼",1
"62",11000752,"媒体与设计实验室B楼",1413783150411,1168162,"百度空间","duapp.com","主页博客",708,1,"媒体与设计实验室B楼",1
"63",11000752,"媒体与设计实验室B楼",1413784873793,1470935,"百度1","baidu.com","搜索导航",826643,126,"媒体与设计实验室B楼",1
"64",11000752,"媒体与设计实验室B楼",1413784873793,1470935,"腾讯头像图片服务器","qlogo.cn","即时通讯",41224,16,"媒体与设计实验室B楼",1
"65",11000752,"媒体与设计实验室B楼",1413784873793,1470935,"谷歌分析","google-analytics.com","数码科技",31867,4,"媒体与设计实验室B楼",1
"66",11000752,"媒体与设计实验室B楼",1413784873793,1470935,"腾讯微信","qq.com","即时通讯",1805,2,"媒体与设计实验室B楼",1
"67",11000752,"媒体与设计实验室B楼",1413784873793,1470935,"谷歌搜索2","google.com","搜索导航",476,1,"媒体与设计实验室B楼",1
"68",11000752,"媒体与设计实验室B楼",1413787594347,320458,"百度1","baidu.com","搜索导航",74219,3,"媒体与设计实验室B楼",1
"69",11000752,"东中院二区",1413853331896,2160881,"百度1","baidu.com","搜索导航",4815332,125,"东中院二区",1
"70",11000752,"东中院二区",1413853331896,2160881,"谷歌搜索2","google.com","搜索导航",99916,4,"东中院二区",1
"71",11000752,"东中院二区",1413853331896,2160881,"谷歌广告1","doubleclick.net","广告",20259,3,"东中院二区",1
"72",11000752,"东中院二区",1413853331896,2160881,"腾讯微信","qq.com","即时通讯",5960,2,"东中院二区",1
"73",11000752,"东中院二区",1413853331896,2160881,"腾讯头像图片服务器","qlogo.cn","即时通讯",1423,1,"东中院二区",1
"74",11000752,"东中院二区",1413856046327,293819,"谷歌链接","googlesyndication.com","搜索导航",7029,2,"东中院二区",1
"75",11000752,"东中院二区",1413856046327,293819,"百度1","baidu.com","搜索导航",1849,2,"东中院二区",1
"76",11000752,"东中院二区",1413856951127,1621624,"百度1","baidu.com","搜索导航",4021404,112,"东中院二区",1
"77",11000752,"东中院二区",1413856951127,1621624,"加网","jiathis.com","移动软件",21235,3,"东中院二区",1
"78",11000752,"东中院二区",1413856951127,1621624,"腾讯网","qq.com","门户",7733,2,"东中院二区",1
"79",11000752,"东中院二区",1413860466725,30,"百度1","baidu.com","搜索导航",667,1,"东中院二区",1
"80",11000752,"东中院二区",1413860908278,643277,"百度1","baidu.com","搜索导航",482251,32,"东中院二区",1
"81",11000752,"东中院二区",1413860908278,643277,"谷歌广告1","doubleclick.net","广告",182056,15,"东中院二区",1
"82",11000752,"东中院二区",1413860908278,643277,"网易","163.com","门户",55598,12,"东中院二区",1
"83",11000752,"东中院二区",1413860908278,643277,"谷歌链接","googlesyndication.com","搜索导航",35847,6,"东中院二区",1
"84",11000752,"东中院二区",1413860908278,643277,"淘宝网","taobao.com","网上购物",23654,1,"东中院二区",1
"85",11000752,"东中院二区",1413860908278,643277,"谷歌广告2","googleadsserving.cn","广告",16903,4,"东中院二区",1
"86",11000752,"东中院二区",1413860908278,643277,"淘宝图片服务器1","taobaocdn.com","图片服务",12844,1,"东中院二区",1
"87",11000752,"东中院二区",1413860908278,643277,"腾讯微信","qq.com","即时通讯",11381,2,"东中院二区",1
"88",11000752,"东中院二区",1413860908278,643277,"个性化谷歌广告","gstatic.com","广告",3288,2,"东中院二区",1
"89",11000752,"媒体与设计实验室B楼",1413957637623,473365,"百度1","baidu.com","搜索导航",621753,66,"媒体与设计实验室B楼",1
"90",11000752,"媒体与设计实验室B楼",1413957637623,473365,"腾讯微信","qq.com","即时通讯",1673,2,"媒体与设计实验室B楼",1
"91",11000752,"媒体与设计实验室B楼",1413958593768,1081958,"百度1","baidu.com","搜索导航",19878168,191,"媒体与设计实验室B楼",1
"92",11000752,"媒体与设计实验室B楼",1413958593768,1081958,"腾讯微信","qq.com","即时通讯",2285,2,"媒体与设计实验室B楼",1
"93",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"百度1","baidu.com","搜索导航",11700363,579,"媒体与设计实验室B楼",1
"94",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"百度图片服务器","bdimg.com","图片服务",301977,48,"媒体与设计实验室B楼",1
"95",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"魅族","meizu.com","数码科技",38962,7,"媒体与设计实验室B楼",1
"96",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"微软","microsoft.com","数码科技",16694,1,"媒体与设计实验室B楼",1
"97",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"腾讯微信","qq.com","即时通讯",10123,6,"媒体与设计实验室B楼",1
"98",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"谷歌搜索2","google.com.hk","搜索导航",2919,3,"媒体与设计实验室B楼",1
"99",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"风行网络电影","funshion.com","视频",804,1,"媒体与设计实验室B楼",1
"100",11000752,"媒体与设计实验室B楼",1413959978627,2643344,"谷歌链接","googlesyndication.com","搜索导航",461,1,"媒体与设计实验室B楼",1
"101",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌广告1","doubleclick.net","广告",1032657,59,"媒体与设计实验室B楼",1
"102",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌链接","googlesyndication.com","搜索导航",101898,33,"媒体与设计实验室B楼",1
"103",11000752,"媒体与设计实验室B楼",1414373071181,621074,"土豆网图片服务器","tdimg.com","图片服务",68719,3,"媒体与设计实验室B楼",1
"104",11000752,"媒体与设计实验室B楼",1414373071181,621074,"个性化谷歌广告","gstatic.com","广告",27288,18,"媒体与设计实验室B楼",1
"105",11000752,"媒体与设计实验室B楼",1414373071181,621074,"土豆网视频服务器","tudouui.com","视频",26201,3,"媒体与设计实验室B楼",1
"106",11000752,"媒体与设计实验室B楼",1414373071181,621074,"未知图片服务器8","ykimg.com","图片服务",16982,1,"媒体与设计实验室B楼",1
"107",11000752,"媒体与设计实验室B楼",1414373071181,621074,"优酷网","youku.com","视频",9385,4,"媒体与设计实验室B楼",1
"108",11000752,"媒体与设计实验室B楼",1414373071181,621074,"百度1","baidu.com","搜索导航",2032,1,"媒体与设计实验室B楼",1
"109",11000752,"媒体与设计实验室B楼",1414373071181,621074,"谷歌搜索2","google.com.hk","搜索导航",1852,2,"媒体与设计实验室B楼",1
"110",11000752,"媒体与设计实验室B楼",1414373071181,621074,"腾讯微信","qq.com","即时通讯",804,1,"媒体与设计实验室B楼",1
"111",11000752,"东中院二区",1414376920873,0,"百度1","baidu.com","搜索导航",932,1,"东中院二区",1
"112",11000752,"东中院二区",1414980998234,388486,"谷歌广告1","doubleclick.net","广告",392050,22,"东中院二区",1
"113",11000752,"东中院二区",1414980998234,388486,"谷歌链接","googlesyndication.com","搜索导航",190962,14,"东中院二区",1
"114",11000752,"东中院二区",1414980998234,388486,"加网","jiathis.com","移动软件",21317,3,"东中院二区",1
"115",11000752,"东中院二区",1414980998234,388486,"谷歌广告2","googleadsserving.cn","广告",17089,4,"东中院二区",1
"116",11000752,"东中院二区",1414980998234,388486,"个性化谷歌广告","gstatic.com","广告",11526,8,"东中院二区",1
"117",11000752,"东中院二区",1414980998234,388486,"谷歌搜索2","google.com.hk","搜索导航",9020,9,"东中院二区",1
"118",11000752,"东中院二区",1414981785533,69229,"谷歌广告1","doubleclick.net","广告",2773,1,"东中院二区",1
"119",11000752,"东中院二区",1414981785533,69229,"个性化谷歌广告","gstatic.com","广告",1639,1,"东中院二区",1
"120",11000752,"东中院二区",1414982361965,6987,"谷歌分析","google-analytics.com","数码科技",18155,2,"东中院二区",1
"121",11000752,"媒体与设计实验室B楼",1415002830478,157193,"腾讯微信","qq.com","即时通讯",1666,2,"媒体与设计实验室B楼",1
"122",11000752,"媒体与设计实验室B楼",1415003371561,28,"谷歌分析","google-analytics.com","数码科技",11994,1,"媒体与设计实验室B楼",1
"123",11000752,"媒体与设计实验室B楼",1415004233997,2495,"谷歌搜索2","google.com.hk","搜索导航",1712,1,"媒体与设计实验室B楼",1
"124",11000752,"学生宿舍W",1415021997328,187473,"谷歌链接","googlesyndication.com","搜索导航",167646,7,"学生宿舍W",1
"125",11000752,"学生宿舍W",1415021997328,187473,"谷歌广告1","doubleclick.net","广告",64055,10,"学生宿舍W",1
"126",11000752,"学生宿舍W",1415021997328,187473,"谷歌分析","google-analytics.com","数码科技",18854,2,"学生宿舍W",1
"127",11000752,"学生宿舍W",1415021997328,187473,"谷歌广告2","googleadsserving.cn","广告",16070,3,"学生宿舍W",1
"128",11000752,"学生宿舍W",1415021997328,187473,"腾讯微信","qq.com","即时通讯",1061,1,"学生宿舍W",1
"129",11000752,"电信群楼1号楼",1415062864491,21095,"腾讯微信","qq.com","即时通讯",12669,8,"电信群楼1号楼",1
"130",11000752,"电信群楼1号楼",1415062864491,21095,"谷歌搜索2","google.com","搜索导航",1688,2,"电信群楼1号楼",1
"131",11000752,"电信群楼1号楼",1415062864491,21095,"百度1","baidu.com","搜索导航",1459,1,"电信群楼1号楼",1
"132",11000752,"棒球场",1415062947367,25340,"百度1","baidu.com","搜索导航",15640,2,"棒球场",1
"133",11000752,"棒球场",1415062947367,25340,"腾讯微信","qq.com","即时通讯",609,1,"棒球场",1
"134",11000752,"电信群楼1号楼",1415063072848,134449,"百度1","baidu.com","搜索导航",31280,4,"电信群楼1号楼",1
"135",11000752,"电信群楼1号楼",1415063072848,134449,"腾讯微信","qq.com","即时通讯",747,1,"电信群楼1号楼",1
"136",11000752,"电信群楼1号楼",1415063072848,134449,"三星电子","ospserver.net","数码科技",404,1,"电信群楼1号楼",1
"137",11000752,"逸夫科技楼",1415063315288,8113,"百度1","baidu.com","搜索导航",15679,2,"逸夫科技楼",1
"138",11000752,"第一食堂",1415063686313,6223,"百度1","baidu.com","搜索导航",15640,2,"第一食堂",1
"139",11000752,"第一食堂",1415064372112,1443,"百度1","baidu.com","搜索导航",10018,2,"第一食堂",1
"140",11000752,"学生宿舍W",1415103531340,1527,"腾讯微信","qq.com","即时通讯",5515,4,"学生宿舍W",1
"141",11000752,"学生宿舍W",1415103869212,66,"腾讯微信","qq.com","即时通讯",763,1,"学生宿舍W",1
"142",11000752,"学生宿舍W",1415108188915,38,"百度1","baidu.com","搜索导航",2032,1,"学生宿舍W",1
"143",11000752,"东中院三区",1415179933669,115062,"百度1","baidu.com","搜索导航",5919,10,"东中院三区",1
"144",11000752,"东上院",1415180195500,29395,"百度1","baidu.com","搜索导航",2716,4,"东上院",1
"145",11000752,"东中院三区",1415180231318,14887,"百度1","baidu.com","搜索导航",7735,5,"东中院三区",1
"146",11000752,"学生宿舍W",1415545496653,218067,"谷歌搜索2","google.com.hk","搜索导航",17223,18,"学生宿舍W",1
"147",11000752,"学生宿舍W",1415546051390,14059,"腾讯微信","qq.com","即时通讯",2710,3,"学生宿舍W",1
"148",11000752,"东中院二区",1415667114446,3070,"网易","163.com","门户",11913,8,"东中院二区",1
"149",11000752,"东中院二区",1415667665890,168187,"个性化谷歌广告","gstatic.com","广告",365471,3,"东中院二区",1
"150",11000752,"东中院二区",1415671285476,27102,"百度1","baidu.com","搜索导航",35958,5,"东中院二区",1
"151",11000752,"东中院二区",1415674813242,274,"腾讯微信","qq.com","即时通讯",58074,2,"东中院二区",1
"152",11000752,"东中院二区",1415675661881,0,"网易","163.com","门户",1121,1,"东中院二区",1
"153",11000752,"东中院二区",1416794949112,254442,"谷歌广告1","doubleclick.net","广告",87092,13,"东中院二区",1
"154",11000752,"东中院二区",1416794949112,254442,"聚胜万合","mediav.com","广告",28397,5,"东中院二区",1
"155",11000752,"东中院二区",1416794949112,254442,"谷歌分析","google-analytics.com","数码科技",16913,1,"东中院二区",1
"156",11000752,"东中院二区",1416794949112,254442,"谷歌链接","googlesyndication.com","搜索导航",15999,4,"东中院二区",1
"157",11000752,"东中院二区",1416794949112,254442,"个性化谷歌广告","gstatic.com","广告",1587,1,"东中院二区",1
"158",11000752,"东中院二区",1416795885566,28242,"网易","163.com","门户",13174,3,"东中院二区",1
"159",11000752,"东中院二区",1416795885566,28242,"网易2","126.net","门户",3064,4,"东中院二区",1
"160",11000752,"东中院二区",1416876590264,328588,"网易2","126.net","门户",927031,7,"东中院二区",1
"161",11000752,"东中院二区",1416876590264,328588,"网易","163.com","门户",876802,106,"东中院二区",1
"162",11000752,"东中院二区",1416876590264,328588,"网易3","netease.com","门户",32557,3,"东中院二区",1
"163",11000752,"东中院二区",1416876590264,328588,"腾讯微信","qq.com","即时通讯",1957,2,"东中院二区",1
"164",11000752,"东中院二区",1416877646352,9305,"谷歌广告1","doubleclick.net","广告",181768,11,"东中院二区",1
"165",11000752,"东中院二区",1416877646352,9305,"谷歌链接","googlesyndication.com","搜索导航",39717,4,"东中院二区",1
"166",11000752,"东中院二区",1416877646352,9305,"个性化谷歌广告","gstatic.com","广告",2847,2,"东中院二区",1
"167",11000752,"东中院二区",1416882188159,60129,"个性化谷歌广告","gstatic.com","广告",2524,2,"东中院二区",1
"168",11000752,"东中院二区",1416883860253,21358,"百度1","baidu.com","搜索导航",17148,3,"东中院二区",1
"169",11000752,"东中院二区",1416884543765,440557,"百度1","baidu.com","搜索导航",519844,94,"东中院二区",1
"170",11000752,"东中院二区",1416884543765,440557,"百度无线图片服务器3","baidu-img.cn","图片服务",217381,37,"东中院二区",1
"171",11000752,"东中院二区",1416884543765,440557,"百度图片服务器","bdimg.com","图片服务",18713,4,"东中院二区",1
"172",11000752,"东中院二区",1416884543765,440557,"谷歌搜索2","google.com.hk","搜索导航",4618,5,"东中院二区",1
"173",11000752,"东中院二区",1416884543765,440557,"百度无线图片服务器4","baidu-3img.cn","图片服务",3076,1,"东中院二区",1
"174",11000752,"东中院二区",1416884543765,440557,"腾讯微信","qq.com","即时通讯",1218,2,"东中院二区",1
"175",11000752,"东中院二区",1416885878155,275107,"个性化谷歌广告","gstatic.com","广告",72531,4,"东中院二区",1
"176",11000752,"东中院二区",1416885878155,275107,"谷歌分析","google-analytics.com","数码科技",69980,11,"东中院二区",1
"177",11000752,"东中院二区",1417481627878,151888,"谷歌搜索2","google.com.hk","搜索导航",6727,6,"东中院二区",1
"178",11000752,"东中院二区",1417481627878,151888,"腾讯微信","qq.com","即时通讯",5228,7,"东中院二区",1
"179",11000752,"东中院二区",1417482136620,1511606,"腾讯网","qq.com","门户",6339885,29,"东中院二区",1
"180",11000752,"东中院二区",1417482136620,1511606,"腾讯头像图片服务器","qlogo.cn","即时通讯",195854,49,"东中院二区",1
"181",11000752,"东中院二区",1417482136620,1511606,"谷歌分析","google-analytics.com","数码科技",72423,25,"东中院二区",1
"182",11000752,"东中院二区",1417482136620,1511606,"腾讯微信","qq.com","即时通讯",63558,23,"东中院二区",1
"183",11000752,"东中院二区",1417482136620,1511606,"谷歌搜索2","google.com.hk","搜索导航",40409,25,"东中院二区",1
"184",11000752,"东中院二区",1417482136620,1511606,"谷歌搜索2","google.com","搜索导航",33829,2,"东中院二区",1
"185",11000752,"东中院二区",1417482136620,1511606,"加网","jiathis.com","移动软件",21315,3,"东中院二区",1
"186",11000752,"东中院二区",1417482136620,1511606,"未知下载服务器","llnwd.net","下载更新",19643,1,"东中院二区",1
"187",11000752,"东中院二区",1417482136620,1511606,"谷歌广告1","doubleclick.net","广告",3840,3,"东中院二区",1
"188",11000752,"东中院三区",1417483656850,10087,"腾讯微信","qq.com","即时通讯",5154,1,"东中院三区",1
"189",11000752,"东中院三区",1417483656850,10087,"腾讯网","qq.com","门户",2013,2,"东中院三区",1
"190",11000752,"东中院三区",1417483656850,10087,"腾讯头像图片服务器","qlogo.cn","即时通讯",1952,1,"东中院三区",1
"191",11000752,"东中院二区",1417483668637,330329,"腾讯微信","qq.com","即时通讯",15033,7,"东中院二区",1
"192",11000752,"东中院二区",1417483668637,330329,"谷歌搜索2","google.com.hk","搜索导航",8002,8,"东中院二区",1
"193",11000752,"东中院二区",1417483668637,330329,"腾讯头像图片服务器","qlogo.cn","即时通讯",2991,2,"东中院二区",1
"194",11000752,"东中院二区",1417483668637,330329,"腾讯网","qq.com","门户",1024,1,"东中院二区",1
"195",11000752,"东中院二区",1417486179293,291,"腾讯微信","qq.com","即时通讯",1589,2,"东中院二区",1
"196",11000752,"东中院二区",1417486499504,315,"谷歌搜索2","google.com.hk","搜索导航",1100,1,"东中院二区",1
"197",11000752,"陈瑞球北楼",1417505963316,0,"百度1","baidu.com","搜索导航",1139,1,"陈瑞球北楼",1
"198",11000752,"东中院二区",1418612445642,762116,"腾讯头像图片服务器","qlogo.cn","即时通讯",45333,5,"东中院二区",1
"199",11000752,"东中院二区",1418612445642,762116,"谷歌广告1","doubleclick.net","广告",14717,10,"东中院二区",1
"200",11000752,"东中院二区",1418612445642,762116,"谷歌搜索2","google.com.hk","搜索导航",11854,10,"东中院二区",1
"201",11000752,"东中院二区",1418612445642,762116,"腾讯微信","qq.com","即时通讯",8992,7,"东中院二区",1
"202",11000752,"东中院二区",1419818456342,627877,"网易","163.com","门户",458130,61,"东中院二区",1
"203",11000752,"东中院二区",1419818456342,627877,"百度1","baidu.com","搜索导航",284199,75,"东中院二区",1
"204",11000752,"东中院二区",1419818456342,627877,"网易2","126.net","门户",55957,4,"东中院二区",1
"205",11000752,"东中院二区",1419818456342,627877,"谷歌广告1","doubleclick.net","广告",40351,7,"东中院二区",1
"206",11000752,"东中院二区",1419818456342,627877,"百度无线图片服务器3","baidu-img.cn","图片服务",35302,7,"东中院二区",1
"207",11000752,"东中院二区",1419818456342,627877,"网易3","netease.com","门户",16286,1,"东中院二区",1
"208",11000752,"东中院二区",1419818456342,627877,"谷歌分析","google-analytics.com","数码科技",9183,6,"东中院二区",1
"209",11000752,"东中院二区",1419818456342,627877,"谷歌链接","googlesyndication.com","搜索导航",5938,1,"东中院二区",1
"210",11000752,"东中院二区",1419818456342,627877,"腾讯微信","qq.com","即时通讯",605,1,"东中院二区",1
"211",11000752,"东中院二区",1419819475659,4757,"谷歌链接","googlesyndication.com","搜索导航",62641,3,"东中院二区",1
"212",11000752,"东中院二区",1419819475659,4757,"谷歌广告1","doubleclick.net","广告",34867,6,"东中院二区",1
"213",11000752,"东中院二区",1419822009594,46094,"网易","163.com","门户",1378460,39,"东中院二区",1
"214",11000752,"东中院二区",1419822387128,275870,"Wikimedia ","wikimedia.org","null",446427,41,"东中院二区",1
"215",11000752,"东中院二区",1419822387128,275870,"谷歌分析","google-analytics.com","数码科技",18136,2,"东中院二区",1
"216",11000752,"东中院二区",1419822387128,275870,"谷歌搜索2","google.com.hk","搜索导航",15582,15,"东中院二区",1
"217",11001313,"东下院",1410781377595,208,"苹果官网1","apple.com","网上购物",2535,1,"东下院",1
"218",11001313,"分析测试中心2号楼",1410789972988,25321,"百度1","baidu.com","搜索导航",68410,10,"分析测试中心2号楼",1
"219",11001313,"分析测试中心2号楼",1410789972988,25321,"苹果官网1","apple.com","网上购物",9803,2,"分析测试中心2号楼",1
"220",11001313,"分析测试中心2号楼",1410789972988,25321,"百度无线图片服务器3","baidu-img.cn","图片服务",4228,1,"分析测试中心2号楼",1
"221",11001313,"学生宿舍W",1410826147699,221,"腾讯头像图片服务器","qlogo.cn","即时通讯",7222,1,"学生宿舍W",1
"222",11001313,"学生宿舍W",1410826147699,221,"腾讯网","qq.com","门户",1402,1,"学生宿舍W",1
"223",11001313,"校医院北楼",1410826751349,255054,"苹果官网1","apple.com","网上购物",7268,1,"校医院北楼",1
"224",11001313,"校医院北楼",1410826751349,255054,"腾讯网","qq.com","门户",7048,3,"校医院北楼",1
"225",11001313,"校医院北楼",1410826751349,255054,"腾讯头像图片服务器","qlogo.cn","即时通讯",6508,1,"校医院北楼",1
"226",11001313,"校医院北楼",1410827458217,147,"腾讯网","qq.com","门户",5750,2,"校医院北楼",1
"227",11001313,"校医院南楼",1410828934842,-717,"腾讯网","qq.com","门户",1410,1,"校医院南楼",1
"228",11001313,"校医院南楼",1410830352786,612,"腾讯网","qq.com","门户",4534,2,"校医院南楼",1
"229",11001313,"校医院南楼",1410830926926,-794,"腾讯网","qq.com","门户",1410,1,"校医院南楼",1
"230",11001313,"校医院南楼",1410831449902,8651,"腾讯微信","qq.com","即时通讯",8975,6,"校医院南楼",1
